Packet_Number,Current_Time,IP_Address,Packet_Length,Packet_Checksum,Category
659,1550702973.772646,192.168.1.162,52,2013,0
660,1550702974.346875,192.168.1.162,89,28026,0
661,1550702974.36486,74.84.192.134,52,7702,0
662,1550702974.364995,74.84.192.134,89,29411,0
663,1550702974.365043,192.168.1.162,52,28063,0
664,1550702974.631661,192.168.1.157,143,55324,1
665,1550702974.654174,192.168.1.162,153,34808,1
666,1550702974.65502,192.168.1.162,153,28240,1
667,1550702974.682932,74.84.192.134,281,12579,1
668,1550702974.683895,192.168.1.162,185,11969,1
669,1550702974.698937,74.84.192.134,233,17047,1
670,1550702974.700149,74.84.192.134,217,17171,1
671,1550702974.700392,192.168.1.162,137,423,1
672,1550702974.700504,192.168.1.162,153,13753,1
673,1550702974.716016,74.84.192.134,153,15141,1
674,1550702974.716486,192.168.1.162,137,54280,1
675,1550702974.718739,192.168.1.162,649,21499,1
677,1550702974.73498,74.84.192.134,137,14254,1
678,1550702974.735109,74.84.192.134,281,1719,1
679,1550702974.735369,192.168.1.162,137,64040,1
680,1550702974.73587,192.168.1.162,185,960,1
681,1550702974.737323,192.168.1.162,825,60618,1
682,1550702974.755999,74.84.192.134,137,5842,1
683,1550702974.758401,74.84.192.134,345,22610,1
684,1550702974.758546,74.84.192.134,169,707,1
685,1550702974.758585,74.84.192.134,137,11352,1
686,1550702974.758874,192.168.1.162,137,20322,1
687,1550702974.75898,192.168.1.162,137,16658,1
688,1550702974.759039,192.168.1.162,137,48147,1
689,1550702974.759782,192.168.1.162,137,13783,1
690,1550702974.774544,74.84.192.134,137,191,1
691,1550702975.041297,192.168.1.157,143,55324,1
692,1550702975.041642,192.168.1.157,235,55232,1
694,1550702976.167866,192.168.1.157,235,55232,1
695,1550702976.444944,192.168.1.162,1337,43815,1
696,1550702976.471572,74.84.192.134,1161,8598,1
697,1550702976.47192,192.168.1.162,137,44387,1
699,1550702976.884586,192.168.1.234,157,55746,1
702,1550702979.649408,192.168.1.228,102,18695,1
703,1550702979.649535,192.168.1.234,126,2130,1
704,1550702979.751742,192.168.1.236,95,21453,0
706,1550702980.059067,192.168.1.157,143,55324,1
707,1550702980.059467,192.168.1.234,383,54945,1
708,1550702980.673987,192.168.1.234,389,54910,1
709,1550702980.674655,192.168.1.234,391,54899,1
710,1550702980.674813,192.168.1.157,143,55324,1
711,1550702980.675476,192.168.1.204,325,49977,1
712,1550702980.675922,192.168.1.204,341,49961,1
713,1550702980.676656,192.168.1.204,377,49925,1
714,1550702980.677231,192.168.1.204,375,49927,1
715,1550702980.677868,192.168.1.204,377,49925,1
716,1550702980.678631,192.168.1.204,389,49913,1
717,1550702980.679,169.254.4.50,324,55166,1
718,1550702980.679703,169.254.4.50,340,55150,1
719,1550702980.680287,169.254.4.50,376,55114,1
720,1550702980.680933,169.254.4.50,374,55116,1
721,1550702980.681477,169.254.4.50,376,55114,1
722,1550702980.682179,169.254.4.50,388,55102,1
723,1550702980.682547,192.168.1.204,318,49984,1
724,1550702980.683362,192.168.1.204,327,49975,1
725,1550702980.683926,192.168.1.204,374,49928,1
726,1550702980.684549,192.168.1.204,382,49920,1
727,1550702980.685213,192.168.1.204,384,49918,1
728,1550702980.685584,169.254.4.50,317,55173,1
729,1550702980.686295,169.254.4.50,326,55164,1
730,1550702980.776214,169.254.4.50,373,55117,1
731,1550702980.776742,169.254.4.50,381,55109,1
732,1550702980.777501,169.254.4.50,383,55107,1
734,1550702980.878811,192.168.1.234,344,54944,1
735,1550702980.879234,192.168.1.234,335,54947,1
736,1550702980.879484,192.168.1.157,143,55324,1
737,1550702981.185522,192.168.1.157,143,55324,1
738,1550702981.28795,192.168.1.157,149,55318,1
739,1550702981.492709,192.168.1.157,158,55309,1
740,1550702981.697888,169.254.4.50,383,55107,1
741,1550702981.69832,169.254.4.50,381,55109,1
742,1550702981.699055,169.254.4.50,373,55117,1
743,1550702981.699497,169.254.4.50,326,55164,1
744,1550702981.700106,169.254.4.50,317,55173,1
745,1550702981.700783,192.168.1.204,384,49918,1
746,1550702981.701315,192.168.1.204,382,49920,1
747,1550702981.70201,192.168.1.204,374,49928,1
748,1550702981.702863,192.168.1.204,327,49975,1
749,1550702981.703354,192.168.1.204,318,49984,1
750,1550702981.704037,169.254.4.50,388,55102,1
751,1550702981.704693,169.254.4.50,376,55114,1
752,1550702981.705184,169.254.4.50,374,55116,1
753,1550702981.705906,169.254.4.50,376,55114,1
754,1550702981.706297,169.254.4.50,340,55150,1
755,1550702981.707002,169.254.4.50,324,55166,1
756,1550702981.707592,192.168.1.204,389,49913,1
757,1550702981.708345,192.168.1.204,377,49925,1
758,1550702981.708879,192.168.1.204,375,49927,1
759,1550702981.709528,192.168.1.204,377,49925,1
760,1550702981.710124,192.168.1.204,341,49961,1
761,1550702981.710484,192.168.1.204,325,49977,1
763,1550702982.312039,192.168.1.157,235,55232,1
765,1550702982.882168,192.168.1.162,153,30918,1
766,1550702982.883076,192.168.1.162,153,13006,1
767,1550702982.89276,74.84.192.134,233,6745,1
768,1550702982.897982,74.84.192.134,217,27159,1
769,1550702982.89915,192.168.1.162,169,54843,1
770,1550702982.919859,74.84.192.134,169,22850,1
771,1550702982.920357,192.168.1.162,169,32674,1
772,1550702982.960874,74.84.192.134,169,16568,1
773,1550702982.961312,192.168.1.162,169,26610,1
774,1550702982.973794,74.84.192.134,169,6832,1
775,1550702983.028807,192.168.1.1,203,17389,1
777,1550702983.233459,192.168.1.214,98,28078,0
781,1550702984.257503,192.168.1.157,235,55232,1
782,1550702984.565099,192.168.1.228,383,11646,1
783,1550702984.667414,192.168.1.228,399,11623,1
785,1550702984.872336,192.168.1.228,401,11617,1
786,1550702984.872928,192.168.1.228,389,11626,1
787,1550702984.974678,192.168.1.228,391,11623,1
788,1550702985.077076,192.168.1.228,344,11665,1
789,1550702985.179232,192.168.1.214,171,46836,1
791,1550702985.180122,192.168.1.228,335,11670,1
792,1550702985.273342,192.168.1.162,319,38138,1
794,1550702985.998428,192.168.1.253,102,32808,1
795,1550702985.998588,192.168.1.234,126,1848,1
796,1550702985.998841,192.168.1.236,95,20928,0
797,1550702986.203234,192.168.1.214,155,50599,1
799,1550702986.554155,192.168.1.162,121,47256,1
800,1550702986.570255,74.84.192.134,137,29821,1
802,1550702987.125289,192.168.1.253,383,10440,1
803,1550702987.12542,192.168.1.157,143,55324,1
804,1550702987.126159,192.168.1.253,399,10417,1
805,1550702987.126853,192.168.1.253,401,10406,1
806,1550702987.227586,192.168.1.253,389,10413,1
807,1550702987.227818,192.168.1.157,143,55324,1
808,1550702987.228629,192.168.1.253,391,10400,1
809,1550702987.330025,192.168.1.253,344,10439,1
810,1550702987.330262,192.168.1.157,235,55232,1
811,1550702987.534824,192.168.1.253,335,10439,1
813,1550702988.353763,192.168.1.157,235,55232,1
815,1550702989.173101,192.168.1.214,155,9956,1
819,1550702990.91405,192.168.1.157,235,55232,1
820,1550702991.528427,192.168.1.202,156,50148,1
821,1550702991.528604,169.254.7.137,156,54479,1
822,1550702991.673771,192.168.1.162,1385,23500,1
823,1550702991.674661,192.168.1.162,137,51349,1
824,1550702991.67472,192.168.1.162,137,12492,1
825,1550702991.693873,74.84.192.134,1177,8463,1
826,1550702991.694477,192.168.1.162,137,19975,1
827,1550702991.696914,74.84.192.134,201,10409,1
828,1550702991.697322,192.168.1.162,137,29917,1
829,1550702991.700002,74.84.192.134,217,24895,1
830,1550702991.700361,192.168.1.162,137,3995,1
833,1550702992.450166,192.168.1.202,162,50142,1
834,1550702992.450295,169.254.7.137,162,54473,1
835,1550702992.450593,192.168.1.202,156,50148,1
836,1550702992.450939,169.254.7.137,156,54479,1
837,1550702992.654705,192.168.1.1,36,38750,0
839,1550702992.757283,192.168.1.157,143,55324,1
840,1550702993.064464,192.168.1.157,143,55324,1
841,1550702993.160437,192.168.1.162,82,1981,0
842,1550702993.166784,192.168.1.196,40,15794,0
843,1550702993.199108,74.84.192.134,169,1760,1
844,1550702993.199452,192.168.1.162,137,40311,1
845,1550702993.199757,192.168.1.162,169,44981,1
846,1550702993.211933,18.205.93.208,52,4630,0
847,1550702993.214665,74.84.192.134,137,11585,1
848,1550702993.371784,192.168.1.157,235,55232,1
849,1550702993.678754,192.168.1.196,40,15793,0
851,1550702994.190723,192.168.1.157,48,16812,0
852,1550702994.190853,192.168.1.202,56,16759,0
853,1550702994.395508,169.254.5.6,48,21741,0
854,1550702994.437486,192.168.1.162,89,28026,0
855,1550702994.451422,74.84.192.134,52,9516,0
856,1550702994.498272,192.168.1.157,235,55232,1
858,1550702995.214854,192.168.1.196,40,15792,0
861,1550702996.750969,192.168.1.210,56,16751,0
862,1550702996.853339,169.254.4.50,48,21953,0
864,1550702998.184719,192.168.1.157,143,55324,1
865,1550702998.389541,192.168.1.157,143,55324,1
866,1550702998.594335,192.168.1.157,143,55324,1
867,1550702998.594509,192.168.1.253,48,16716,0
868,1550702998.594579,192.168.1.228,48,16741,0
869,1550702998.660168,192.168.1.162,40,17007,0
870,1550702998.680954,192.168.1.162,185,32771,1
872,1550702998.700196,74.84.192.134,185,30395,1
873,1550702998.700519,192.168.1.162,137,2887,1
874,1550702998.799146,192.168.1.157,143,55324,1
875,1550702999.106367,192.168.1.157,235,55232,1
876,1550702999.106652,74.84.192.134,201,4189,1
877,1550702999.107145,192.168.1.162,137,23512,1
878,1550702999.208656,192.168.1.244,48,23552,0
879,1550702999.311464,192.168.1.157,433,50684,1
880,1550702999.312057,192.168.1.157,311,50806,1
881,1550702999.312666,192.168.1.157,375,50742,1
882,1550702999.313327,192.168.1.157,385,50732,1
883,1550702999.313684,192.168.1.157,311,50806,1
884,1550702999.31447,192.168.1.157,375,50742,1
885,1550702999.315235,192.168.1.157,385,50732,1
887,1550702999.925464,169.254.8.33,40,20954,0
888,1550703000.232943,192.168.1.157,235,55232,1
889,1550703000.23307,192.168.1.2,48,16967,0
890,1550703000.642334,169.254.11.237,40,19982,0
891,1550703000.744748,192.168.1.236,48,16733,0
893,1550703000.846983,192.168.1.234,48,16735,0
894,1550703001.767239,192.168.1.162,121,5304,1
896,1550703001.783331,74.84.192.134,137,16068,1
897,1550703001.872147,192.168.1.253,155,9755,1
898,1550703001.983068,192.168.1.162,249,10518,1
899,1550703001.983245,192.168.1.162,153,42293,1
900,1550703001.994734,74.84.192.134,169,29823,1
901,1550703002.016937,74.84.192.134,185,969,1
902,1550703002.017083,74.84.192.134,281,10488,1
903,1550703002.01737,192.168.1.162,137,25120,1
904,1550703002.017489,192.168.1.162,137,7442,1
905,1550703002.024652,74.84.192.134,217,492,1
906,1550703002.025103,192.168.1.162,137,56272,1
907,1550703002.026759,74.84.192.134,265,11134,1
908,1550703002.026942,74.84.192.134,185,29367,1
909,1550703002.027218,192.168.1.162,137,29772,1
910,1550703002.027333,192.168.1.162,137,39644,1
911,1550703002.028103,192.168.1.162,185,42134,1
912,1550703002.076233,192.168.1.157,235,55232,1
913,1550703002.076392,192.168.1.1,56,16960,0
914,1550703002.087509,74.84.192.134,137,3307,1
917,1550703003.714858,192.168.1.162,537,7433,1
918,1550703003.731402,74.84.192.134,137,6921,1
919,1550703003.816822,74.84.192.134,377,25947,1
920,1550703003.816981,74.84.192.134,329,23104,1
921,1550703003.817285,192.168.1.162,137,31493,1
922,1550703003.817409,192.168.1.162,137,42360,1
923,1550703003.820195,74.84.192.134,377,4695,1
924,1550703003.820313,74.84.192.134,345,15476,1
925,1550703003.820366,74.84.192.134,185,1488,1
926,1550703003.820553,192.168.1.162,137,59553,1
927,1550703003.820649,192.168.1.162,137,33629,1
928,1550703003.820747,192.168.1.162,137,20520,1
929,1550703003.820939,192.168.1.162,185,18991,1
930,1550703003.821063,192.168.1.162,185,34410,1
931,1550703003.822782,192.168.1.162,313,25902,1
932,1550703003.839203,74.84.192.134,137,6262,1
933,1550703003.83975,74.84.192.134,137,2459,1
934,1550703003.839838,74.84.192.134,137,255,1
935,1550703003.860338,192.168.1.162,267,1796,1
936,1550703003.872155,18.205.93.208,52,4629,0
937,1550703003.8737,18.205.93.208,245,4433,1
938,1550703003.873844,192.168.1.162,52,2013,0
939,1550703003.922354,74.84.192.134,217,16859,1
940,1550703003.922485,74.84.192.134,265,2405,1
941,1550703003.922523,74.84.192.134,185,28822,1
942,1550703003.922791,192.168.1.162,137,64103,1
943,1550703003.922871,192.168.1.162,137,34129,1
944,1550703003.922916,192.168.1.162,137,36509,1
945,1550703003.923318,192.168.1.162,185,14301,1
946,1550703003.937589,74.84.192.134,137,12741,1
947,1550703004.329005,192.168.1.157,143,55324,1
948,1550703004.439502,192.168.1.162,89,28026,0
949,1550703004.455258,74.84.192.134,52,12586,0
950,1550703004.455434,74.84.192.134,89,285,0
951,1550703004.455506,192.168.1.162,52,28063,0
953,1550703004.762661,192.168.1.162,153,26763,1
954,1550703004.786063,74.84.192.134,153,14544,1
955,1550703004.786533,192.168.1.162,137,56590,1
956,1550703004.788639,192.168.1.162,649,32000,1
957,1550703004.805553,74.84.192.134,137,11364,1
958,1550703004.80571,74.84.192.134,281,63707,1
959,1550703004.806091,192.168.1.162,137,43728,1
960,1550703004.806785,192.168.1.162,185,6756,1
961,1550703004.808836,192.168.1.162,617,27110,1
962,1550703004.825356,74.84.192.134,137,24086,1
963,1550703004.826626,74.84.192.134,473,5745,1
964,1550703004.826802,74.84.192.134,169,29791,1
965,1550703004.827146,192.168.1.162,137,12063,1
966,1550703004.827249,192.168.1.162,137,26099,1
967,1550703004.827812,192.168.1.162,137,58065,1
968,1550703004.840854,192.168.1.157,143,55324,1
969,1550703004.846494,74.84.192.134,137,9582,1
970,1550703005.455778,192.168.1.210,434,52879,1
973,1550703006.069953,192.168.1.157,235,55232,1
974,1550703006.982628,192.168.1.162,185,11097,1
975,1550703006.983673,192.168.1.162,201,60561,1
976,1550703006.985684,192.168.1.162,201,19479,1
977,1550703006.9975,74.84.192.134,569,17347,1
978,1550703006.997656,74.84.192.134,521,65393,1
979,1550703006.997712,74.84.192.134,521,10583,1
980,1550703006.997999,192.168.1.162,137,64165,1
981,1550703006.998103,192.168.1.162,137,35647,1
982,1550703006.998181,192.168.1.162,137,39595,1
983,1550703006.99942,192.168.1.162,185,27985,1
984,1550703007.006628,192.168.1.162,185,45702,1
985,1550703007.015357,192.168.1.162,185,57281,1
986,1550703007.015932,74.84.192.134,201,25377,1
987,1550703007.016025,74.84.192.134,201,29813,1
988,1550703007.01633,192.168.1.162,137,26706,1
989,1550703007.016503,192.168.1.162,137,21625,1
990,1550703007.025771,74.84.192.134,201,3337,1
991,1550703007.026053,192.168.1.162,137,56785,1
992,1550703007.029171,192.168.1.162,185,36194,1
993,1550703007.045651,74.84.192.134,473,26631,1
994,1550703007.046134,192.168.1.162,137,17716,1
995,1550703007.047146,192.168.1.162,185,1408,1
996,1550703007.056694,74.84.192.134,201,13406,1
997,1550703007.057107,192.168.1.162,137,59021,1
998,1550703007.503496,192.168.1.234,155,55562,1
1000,1550703007.810783,192.168.1.157,143,55324,1
1001,1550703008.071225,192.168.1.162,169,8461,1
1002,1550703008.118026,192.168.1.157,143,55324,1
1003,1550703008.182418,74.84.192.134,201,21396,1
1004,1550703008.322657,192.168.1.157,143,55324,1
1005,1550703008.630052,192.168.1.157,235,55232,1
1007,1550703009.073018,192.168.1.162,153,43816,1
1008,1550703009.114875,74.84.192.134,153,65350,1
1009,1550703009.115296,192.168.1.162,137,10315,1
1010,1550703009.116093,192.168.1.162,233,10719,1
1011,1550703009.16436,74.84.192.134,137,27259,1
1012,1550703009.164586,74.84.192.134,281,65418,1
1013,1550703009.16465,74.84.192.134,137,16632,1
1014,1550703009.164852,192.168.1.162,137,54201,1
1015,1550703009.16501,192.168.1.162,137,8280,1
1016,1550703009.165645,192.168.1.162,137,57562,1
1017,1550703009.213218,74.84.192.134,137,732,1
1018,1550703009.653991,192.168.1.228,157,11828,1
1020,1550703009.858749,192.168.1.157,143,55324,1
1021,1550703010.063824,192.168.1.234,383,54540,1
1022,1550703010.063956,192.168.1.157,143,55324,1
1023,1550703010.166346,192.168.1.234,399,54517,1
1024,1550703010.268383,192.168.1.228,155,11816,1
1025,1550703010.371094,192.168.1.234,401,54505,1
1026,1550703010.371223,192.168.1.157,143,55324,1
1027,1550703010.473452,192.168.1.234,389,54515,1
1028,1550703010.575894,192.168.1.234,391,54511,1
1029,1550703010.678032,192.168.1.157,143,55324,1
1030,1550703010.678486,192.168.1.234,344,54552,1
1032,1550703010.780622,192.168.1.234,335,54552,1
1033,1550703010.882944,192.168.1.157,235,55232,1
1035,1550703011.897962,192.168.1.162,121,35589,1
1036,1550703011.91491,74.84.192.134,137,19083,1
1037,1550703012.111889,192.168.1.157,235,55232,1
1038,1550703012.423859,192.168.1.162,185,59327,1
1039,1550703012.429487,192.168.1.162,201,34499,1
1040,1550703012.441921,74.84.192.134,473,11308,1
1041,1550703012.442077,74.84.192.134,521,23392,1
1042,1550703012.442371,192.168.1.162,137,53450,1
1043,1550703012.442509,192.168.1.162,137,184,1
1044,1550703012.443436,192.168.1.162,185,44916,1
1045,1550703012.443549,192.168.1.162,185,25503,1
1046,1550703012.452444,74.84.192.134,201,65421,1
1047,1550703012.45281,74.84.192.134,201,64657,1
1048,1550703012.452989,192.168.1.162,137,64423,1
1049,1550703012.453329,192.168.1.162,137,25301,1
1051,1550703013.033141,192.168.1.1,203,48186,1
1053,1550703013.955008,192.168.1.157,235,55232,1
1054,1550703014.569594,192.168.1.228,383,10781,1
1055,1550703014.57023,192.168.1.228,399,10764,1
1057,1550703014.774595,192.168.1.228,401,10754,1
1058,1550703014.876806,192.168.1.228,389,10761,1
1059,1550703015.388714,192.168.1.228,391,10752,1
1060,1550703015.389242,192.168.1.228,344,10790,1
1061,1550703015.389798,192.168.1.228,335,10797,1
1063,1550703015.900419,192.168.1.157,143,55324,1
1065,1550703016.77038,192.168.1.162,185,30446,1
1066,1550703016.787105,74.84.192.134,137,27944,1
1067,1550703016.787262,74.84.192.134,185,26105,1
1068,1550703016.78764,192.168.1.162,137,18544,1
1069,1550703017.027011,192.168.1.157,143,55324,1
1070,1550703017.027602,192.168.1.253,383,7733,1
1071,1550703017.028421,192.168.1.253,399,7705,1
1072,1550703017.12985,192.168.1.1,405,15242,1
1073,1550703017.130589,192.168.1.1,477,29396,1
1074,1550703017.131271,192.168.1.1,473,29399,1
1075,1550703017.132066,192.168.1.1,453,29418,1
1076,1550703017.132743,192.168.1.1,485,29385,1
1077,1550703017.133563,192.168.1.1,467,29402,1
1078,1550703017.134235,192.168.1.1,469,29399,1
1079,1550703017.134982,192.168.1.1,469,29398,1
