,Packet_Number,Current_Time,IP_Address,IP_Address_Norm,Source_Port,Packet_Length,Packet_Checksum,DF,MF,Day,Month,Hour,Minute,Second,Day_of_Year,CPU_Percent,CPU_Times_Percent_User,CPU_Times_Percent_Sys,CPU_Times_Percent_Idle,CPU_Stats_CTX_Switches,CPU_Stats_Interrupts,CPU_Stats_Soft_Interrupts,CPU_Stats_Syscalls,Virtual_Memory,Disk_Usage,Disk_IO_Counters_Read_Count,Disk_IO_Counters_Write_Count,Disk_IO_Counters_Read_Bytes,Disk_IO_Counters_Write_Bytes,Disk_IO_Counters_Read_Time,Disk_IO_Counters_Write_Time,Net_IO_Counters_Packet_Sent,Net_IO_Counters_Packets_Recv,Net_IO_Counters_Bytes_Sent,Net_IO_Counters_Bytes_Recv,TTL,Category
463,464,1552276065,10.0.2.15,100215.0,23,40,8650,16384,8192,Sun,Mar,23,47,45,69,0,0,20,42926999,18882907,12434271,0,43.9,31.6,144558,389920,2709981184,12358873088,117660,1043948,544564,1017154,416886137,1011083917,0.0,64,Web_Attack
464,465,1552276065,172.217.7.227,1722177227.0,5230,40,56356,16384,8192,Sun,Mar,23,47,45,69,0,0,20,42927065,18882958,12434339,0,43.9,31.6,144558,389920,2709981184,12358873088,117660,1043948,544565,1017155,416886197,1011083977,0.0,64,Web_Attack
465,466,1552276066,10.0.2.15,100215.0,23,40,18618,16384,8192,Sun,Mar,23,47,45,69,0,0,20,42927125,18882995,12434379,0,43.9,31.6,144558,389920,2709981184,12358873088,117660,1043948,544565,1017155,416886197,1011083977,4.8,64,Web_Attack
466,467,1552276066,172.217.7.227,1722177227.0,3895,40,56355,16384,8192,Sun,Mar,23,47,45,69,0,0,20,42927196,18883038,12434431,0,43.9,31.6,144558,389920,2709981184,12358873088,117660,1043948,544567,1017157,416886317,1011084097,0.0,64,Web_Attack
467,468,1552276066,10.0.2.15,100215.0,23,40,34692,16384,8192,Sun,Mar,23,47,46,69,0,0,20,42927272,18883092,12434501,0,43.9,31.6,144558,389920,2709981184,12358873088,117660,1043948,544567,1017157,416886317,1011084097,0.0,64,Web_Attack
468,469,1552276066,172.217.7.227,1722177227.0,11009,40,56354,16384,8192,Sun,Mar,23,47,46,69,0,0,20,42927363,18883147,12434549,0,43.9,31.6,144558,389920,2709981184,12358873088,117660,1043948,544568,1017158,416886377,1011084157,0.0,64,Web_Attack
469,470,1552276066,10.0.2.15,100215.0,23,40,29162,16384,8192,Sun,Mar,23,47,46,69,0,0,22,42927413,18883175,12434582,0,43.9,31.6,144558,389920,2709981184,12358873088,117660,1043948,544568,1017158,416886377,1011084157,0.0,64,Web_Attack
470,471,1552276067,10.0.2.15,100215.0,23,40,2303,16384,8192,Sun,Mar,23,47,46,69,0,0,22,42927498,18883232,12434631,0,43.9,31.6,144558,389920,2709981184,12358873088,117660,1043948,544571,1017162,416886582,1011084422,0.0,64,Web_Attack
471,472,1552276067,34.218.159.169,34218159169.0,1217,40,52826,16384,8192,Sun,Mar,23,47,46,69,0,0,20,42927535,18883263,12434662,0,43.9,31.6,144558,389920,2709981184,12358873088,117660,1043948,544571,1017162,416886582,1011084422,0.0,64,Web_Attack
472,473,1552276067,72.21.91.29,72219129.0,2188,40,60842,16384,8192,Sun,Mar,23,47,47,69,0,0,19,42927622,18883318,12434712,0,43.9,31.6,144558,389922,2709981184,12358926336,117660,1043948,544572,1017164,416886682,1011084582,0.0,64,Web_Attack
473,474,1552276067,10.0.2.15,100215.0,23,40,58207,16384,8192,Sun,Mar,23,47,47,69,0,0,20,42927700,18883372,12434752,0,43.9,31.6,144558,389922,2709981184,12358926336,117660,1043948,544573,1017164,416886742,1011084582,0.0,64,Web_Attack
474,475,1552276068,72.21.91.29,72219129.0,3848,40,60841,16384,8192,Sun,Mar,23,47,47,69,0,0,22,42927758,18883403,12434782,0,43.9,31.6,144558,389922,2709981184,12358926336,117660,1043948,544573,1017164,416886742,1011084582,30.0,64,Web_Attack
475,476,1552276068,34.218.159.169,34218159169.0,7861,71,52792,16384,8192,Sun,Mar,23,47,47,69,11,1,8,42928350,18883595,12434954,0,44.3,31.6,144558,389922,2709981184,12358926336,117660,1043948,544573,1017164,416886742,1011084582,47.4,64,Web_Attack
476,477,1552276068,10.0.2.15,100215.0,23,71,29130,16384,8192,Sun,Mar,23,47,47,69,9,0,10,42928462,18883722,12435041,0,44.2,31.6,144558,389922,2709981184,12358926336,117660,1043948,544573,1017164,416886742,1011084582,52.6,64,Web_Attack
477,478,1552276068,10.0.2.15,100215.0,23,40,29160,16384,8192,Sun,Mar,23,47,48,69,11,1,9,42928663,18883868,12435161,0,44.3,31.6,144558,389922,2709981184,12358926336,117660,1043948,544577,1017168,416887062,1011084902,50.0,64,Web_Attack
478,479,1552276068,34.218.159.169,34218159169.0,1877,40,52822,16384,8192,Sun,Mar,23,47,48,69,1,1,22,42929148,18884121,12435316,0,43.9,31.6,144558,389922,2709981184,12358926336,117660,1043948,544577,1017168,416887062,1011084902,0.0,64,Web_Attack
479,480,1552276069,34.218.159.169,34218159169.0,6872,40,52821,16384,8192,Sun,Mar,23,47,48,69,0,0,22,42929182,18884159,12435368,0,43.9,31.6,144558,389924,2709981184,12358934528,117660,1043948,544577,1017168,416887062,1011084902,0.0,64,Web_Attack
480,481,1552276069,34.218.159.169,34218159169.0,7995,40,52820,16384,8192,Sun,Mar,23,47,48,69,0,0,20,42929228,18884219,12435431,0,43.9,31.6,144558,389924,2709981184,12358934528,117660,1043948,544577,1017168,416887062,1011084902,4.8,64,Web_Attack
481,482,1552276069,10.0.2.15,100215.0,23,40,26595,16384,8192,Sun,Mar,23,47,49,69,0,0,20,42929320,18884261,12435473,0,43.9,31.6,144558,389924,2709981184,12358934528,117660,1043948,544577,1017168,416887062,1011084902,0.0,64,Web_Attack
482,483,1552276069,10.0.2.15,100215.0,23,86,37124,16384,8192,Sun,Mar,23,47,49,69,0,0,35,42929353,18884292,12435515,0,43.9,31.6,144558,389924,2709981184,12358934528,117660,1043948,544577,1017168,416887062,1011084902,0.0,64,Web_Attack
483,484,1552276069,172.217.7.195,1722177195.0,10976,40,56378,16384,8192,Sun,Mar,23,47,49,69,0,0,21,42929386,18884327,12435554,0,43.9,31.6,144558,389924,2709981184,12358934528,117660,1043948,544577,1017168,416887062,1011084902,4.8,64,Web_Attack
484,485,1552276070,172.217.7.195,1722177195.0,10767,86,56331,16384,8192,Sun,Mar,23,47,49,69,1,0,20,42929474,18884381,12435598,0,43.9,31.6,144558,389924,2709981184,12358934528,117660,1043948,544577,1017168,416887062,1011084902,0.0,64,Web_Attack
485,486,1552276070,10.0.2.15,100215.0,23,40,37169,16384,8192,Sun,Mar,23,47,49,69,0,0,20,42929514,18884419,12435654,0,43.9,31.6,144558,389924,2709981184,12358934528,117660,1043948,544577,1017168,416887062,1011084902,4.8,64,Web_Attack
486,487,1552276070,10.0.2.15,100215.0,23,86,4178,16384,8192,Sun,Mar,23,47,50,69,0,0,21,42929596,18884477,12435711,0,43.9,31.6,144558,389924,2709981184,12358934528,117660,1043948,544579,1017170,416887182,1011085022,0.0,64,Web_Attack
487,488,1552276070,10.0.2.15,100215.0,23,86,42265,16384,8192,Sun,Mar,23,47,50,69,0,0,24,42929635,18884516,12435758,0,43.9,31.6,144558,389924,2709981184,12358934528,117660,1043948,544579,1017170,416887182,1011085022,0.0,64,Web_Attack
488,489,1552276071,172.217.164.130,172000000000.0,5456,40,16249,16384,8192,Sun,Mar,23,47,50,69,0,0,36,42929657,18884540,12435787,0,43.9,31.6,144558,389924,2709981184,12358934528,117660,1043948,544580,1017171,416887242,1011085082,0.0,64,Web_Attack
489,490,1552276071,172.217.164.130,172000000000.0,5199,40,16248,16384,8192,Sun,Mar,23,47,50,69,2,0,19,42929929,18884622,12435831,0,43.9,31.6,144558,389924,2709981184,12358934528,117660,1043948,544580,1017171,416887242,1011085082,0.0,64,Web_Attack
490,491,1552276071,172.217.164.130,172000000000.0,8488,86,16201,16384,8192,Sun,Mar,23,47,51,69,0,0,21,42929984,18884672,12435891,0,43.9,31.6,144558,389924,2709981184,12358934528,117660,1043948,544580,1017171,416887242,1011085082,0.0,64,Web_Attack
491,492,1552276071,172.217.164.130,172000000000.0,2155,86,16200,16384,8192,Sun,Mar,23,47,51,69,0,0,21,42930095,18884742,12435941,0,43.9,31.6,144558,389924,2709981184,12358934528,117660,1043948,544581,1017172,416887302,1011085142,0.0,64,Web_Attack
492,493,1552276072,10.0.2.15,100215.0,23,40,42310,16384,8192,Sun,Mar,23,47,51,69,0,0,21,42930149,18884791,12435990,0,43.9,31.6,144558,389924,2709981184,12358934528,117660,1043948,544582,1017173,416887362,1011085202,0.0,64,Web_Attack
493,494,1552276072,10.0.2.15,100215.0,23,40,4223,16384,8192,Sun,Mar,23,47,51,69,0,0,20,42930280,18884863,12436053,0,43.9,31.6,144558,389924,2709981184,12358934528,117660,1043948,544582,1017173,416887362,1011085202,4.8,64,Web_Attack
494,495,1552276072,10.0.2.15,100215.0,23,40,18940,16384,8192,Sun,Mar,23,47,51,69,0,0,19,42930444,18884946,12436108,0,43.9,31.6,144558,389925,2709981184,12358946816,117660,1043952,544582,1017173,416887362,1011085202,0.0,64,Web_Attack
495,496,1552276072,10.0.2.15,100215.0,23,40,9690,16384,8192,Sun,Mar,23,47,52,69,0,0,22,42930483,18885000,12436150,0,43.9,31.6,144558,389925,2709981184,12358946816,117660,1043952,544582,1017173,416887362,1011085202,0.0,64,Web_Attack
496,497,1552276072,72.21.91.29,72219129.0,3795,40,60830,16384,8192,Sun,Mar,23,47,52,69,0,0,20,42930534,18885046,12436187,0,43.9,31.6,144558,389925,2709981184,12358946816,117660,1043952,544582,1017173,416887362,1011085202,5.0,64,Web_Attack
497,498,1552276073,34.214.252.85,3421425285.0,1896,40,29092,16384,8192,Sun,Mar,23,47,52,69,0,0,21,42930628,18885113,12436236,0,43.9,31.6,144558,389925,2709981184,12358946816,117660,1043952,544584,1017175,416887482,1011085322,0.0,64,Web_Attack
498,499,1552276073,10.0.2.15,100215.0,23,40,31272,16384,8192,Sun,Mar,23,47,52,69,0,0,19,42930658,18885139,12436265,0,43.9,31.6,144558,389925,2709981184,12358946816,117660,1043952,544584,1017175,416887482,1011085322,0.0,64,Web_Attack
499,500,1552276073,64.78.224.185,6478224185.0,8709,40,28615,16384,8192,Sun,Mar,23,47,53,69,1,0,19,42930772,18885202,12436319,0,43.9,31.6,144558,389928,2709981184,12359188480,117660,1043956,544586,1017177,416887602,1011085442,0.0,64,Web_Attack
500,501,1552276073,10.0.2.15,100215.0,23,40,29740,16384,8192,Sun,Mar,23,47,53,69,0,0,19,42930924,18885272,12436360,0,43.9,31.6,144558,389928,2709981184,12359188480,117660,1043956,544590,1017181,416887914,1011085754,0.0,64,Web_Attack
501,502,1552276073,72.21.91.29,72219129.0,6244,40,60827,16384,8192,Sun,Mar,23,47,53,69,0,0,19,42930974,18885316,12436400,0,43.9,31.6,144558,389928,2709981184,12359188480,117660,1043956,544590,1017181,416887914,1011085754,0.0,64,Web_Attack
502,503,1552276074,10.0.2.15,100215.0,23,40,6542,16384,8192,Sun,Mar,23,47,53,69,1,0,19,42931085,18885381,12436444,0,43.9,31.6,144558,389976,2709981184,12359438336,117660,1043956,544590,1017181,416887914,1011085754,0.0,64,Web_Attack
503,504,1552276074,172.217.7.227,1722177227.0,2612,40,56336,16384,8192,Sun,Mar,23,47,53,69,0,0,20,42931140,18885415,12436489,0,43.9,31.6,144558,389976,2709981184,12359438336,117660,1043956,544590,1017181,416887914,1011085754,30.0,64,Web_Attack
504,505,1552276074,10.0.2.15,100215.0,23,40,34030,16384,8192,Sun,Mar,23,47,54,69,9,2,9,42931641,18885614,12436673,0,44.2,31.6,144558,389976,2709981184,12359438336,117660,1043956,544590,1017181,416887914,1011085754,55.0,64,Web_Attack
505,506,1552276074,10.0.2.15,100215.0,23,40,55347,16384,8192,Sun,Mar,23,47,54,69,9,0,10,42931744,18885738,12436763,0,44.2,31.6,144558,389976,2709981184,12359438336,117660,1043956,544592,1017183,416888066,1011085906,47.4,64,Web_Attack
506,507,1552276074,172.217.7.227,1722177227.0,3806,40,56335,16384,8192,Sun,Mar,23,47,54,69,6,1,10,42931948,18885827,12436835,0,44.3,31.6,144558,389976,2709981184,12359438336,117660,1043956,544593,1017184,416888126,1011085966,21.1,64,Web_Attack
507,508,1552276075,172.217.7.227,1722177227.0,82,40,56334,16384,8192,Sun,Mar,23,47,54,69,0,0,20,42932324,18885962,12436947,0,43.9,31.6,144558,389976,2709981184,12359438336,117660,1043956,544593,1017184,416888126,1011085966,0.0,64,Web_Attack
508,509,1552276075,10.0.2.15,100215.0,23,40,52546,16384,8192,Sun,Mar,23,47,54,69,0,0,20,42932370,18886018,12437005,0,43.9,31.6,144558,389976,2709981184,12359438336,117660,1043956,544593,1017184,416888126,1011085966,0.0,64,Web_Attack
509,510,1552276075,10.0.2.15,100215.0,23,40,28151,16384,8192,Sun,Mar,23,47,55,69,0,0,24,42932416,18886057,12437064,0,43.9,31.6,144558,389976,2709981184,12359438336,117660,1043956,544593,1017184,416888126,1011085966,0.0,64,Web_Attack
510,511,1552276075,13.249.45.63,132494563.0,6549,40,21906,16384,8192,Sun,Mar,23,47,55,69,0,0,20,42932519,18886111,12437122,0,43.9,31.6,144558,389976,2709981184,12359438336,117660,1043956,544594,1017185,416888186,1011086026,0.0,64,Web_Attack
511,512,1552276076,72.21.91.29,72219129.0,7481,40,60822,16384,8192,Sun,Mar,23,47,55,69,0,0,20,42932554,18886152,12437170,0,43.9,31.6,144558,389976,2709981184,12359438336,117660,1043956,544594,1017185,416888186,1011086026,0.0,64,Web_Attack
512,513,1552276076,10.0.2.15,100215.0,23,86,9490,16384,8192,Sun,Mar,23,47,55,69,0,0,19,42932642,18886197,12437218,0,43.9,31.6,144558,389976,2709981184,12359438336,117660,1043956,544595,1017186,416888246,1011086086,0.0,64,Web_Attack
513,514,1552276076,10.0.2.15,100215.0,23,78,3881,16384,8192,Sun,Mar,23,47,55,69,0,0,19,42932684,18886235,12437277,0,43.9,31.6,144558,389976,2709981184,12359438336,117660,1043956,544595,1017186,416888246,1011086086,0.0,64,Web_Attack
514,515,1552276076,172.217.15.100,17221715100.0,9795,40,54410,16384,8192,Sun,Mar,23,47,56,69,0,0,20,42932713,18886263,12437323,0,43.9,31.6,144558,389976,2709981184,12359438336,117660,1043956,544596,1017187,416888306,1011086146,0.0,64,Web_Attack
515,516,1552276076,208.80.154.240,20880154240.0,8047,40,9606,16384,8192,Sun,Mar,23,47,56,69,0,0,19,42932818,18886338,12437418,0,43.9,31.6,144558,389976,2709981184,12359438336,117660,1043956,544602,1017193,416888842,1011086743,0.0,64,Web_Attack
516,517,1552276077,208.80.154.240,20880154240.0,3144,78,9567,16384,8192,Sun,Mar,23,47,56,69,0,0,20,42932845,18886364,12437456,0,43.9,31.6,144558,389976,2709981184,12359438336,117660,1043956,544602,1017193,416888842,1011086743,0.0,64,Web_Attack
517,518,1552276077,172.217.15.100,17221715100.0,901,86,54361,16384,8192,Sun,Mar,23,47,56,69,0,0,20,42932897,18886404,12437513,0,43.9,31.6,144558,389976,2709981184,12359438336,117660,1043956,544602,1017193,416888842,1011086743,0.0,64,Web_Attack
518,519,1552276077,10.0.2.15,100215.0,23,40,9535,16384,8192,Sun,Mar,23,47,56,69,1,0,23,42933034,18886464,12437570,0,43.9,31.6,144558,389976,2709981184,12359438336,117660,1043956,544602,1017193,416888842,1011086743,0.0,64,Web_Attack
519,520,1552276077,10.0.2.15,100215.0,23,40,3918,16384,8192,Sun,Mar,23,47,57,69,0,0,20,42933145,18886507,12437623,0,43.9,31.6,144558,389976,2709981184,12359438336,117660,1043956,544603,1017193,416888916,1011086743,0.0,64,Web_Attack
520,521,1552276077,10.0.2.15,100215.0,23,78,19975,16384,8192,Sun,Mar,23,47,57,69,0,0,20,42933196,18886557,12437688,0,43.9,31.6,144558,389976,2709981184,12359438336,117660,1043956,544607,1017198,416889237,1011087185,0.0,64,Web_Attack
521,522,1552276078,208.80.154.224,20880154224.0,9823,40,9619,16384,8192,Sun,Mar,23,47,57,69,1,0,20,42933285,18886608,12437728,0,43.9,31.6,144558,389976,2709981184,12359438336,117660,1043956,544607,1017198,416889237,1011087185,0.0,64,Web_Attack
522,523,1552276078,208.80.154.224,20880154224.0,9271,78,9580,16384,8192,Sun,Mar,23,47,57,69,0,0,20,42933323,18886651,12437784,0,43.9,31.6,144558,389976,2709981184,12359438336,117660,1043956,544607,1017198,416889237,1011087185,0.0,64,Web_Attack
523,524,1552276078,10.0.2.15,100215.0,23,40,20012,16384,8192,Sun,Mar,23,47,58,69,0,0,21,42933356,18886682,12437822,0,43.9,31.6,144558,389976,2709981184,12359438336,117660,1043956,544607,1017198,416889237,1011087185,0.0,64,Web_Attack
524,525,1552276078,10.0.2.15,100215.0,23,40,8649,16384,8192,Sun,Mar,23,47,58,69,0,0,20,42933470,18886744,12437880,0,43.9,31.6,144558,389979,2709981184,12359442432,117660,1043972,544607,1017198,416889237,1011087185,0.0,64,Web_Attack
525,526,1552276078,172.217.7.227,1722177227.0,1748,40,56325,16384,8192,Sun,Mar,23,47,58,69,0,0,21,42933502,18886785,12437932,0,43.9,31.6,144558,389979,2709981184,12359442432,117660,1043972,544607,1017198,416889237,1011087185,0.0,64,Web_Attack
526,527,1552276079,10.0.2.15,100215.0,23,40,18617,16384,8192,Sun,Mar,23,47,58,69,0,0,20,42933532,18886821,12437973,0,43.9,31.6,144558,389979,2709981184,12359442432,117660,1043972,544607,1017198,416889237,1011087185,5.0,64,Web_Attack
527,528,1552276079,172.217.7.227,1722177227.0,2819,40,56324,16384,8192,Sun,Mar,23,47,58,69,0,0,21,42933634,18886872,12438040,0,43.9,31.6,144558,389979,2709981184,12359442432,117660,1043972,544607,1017198,416889237,1011087185,0.0,64,Web_Attack
528,529,1552276079,10.0.2.15,100215.0,23,40,34691,16384,8192,Sun,Mar,23,47,59,69,0,0,20,42933677,18886917,12438097,0,43.9,31.6,144558,389979,2709981184,12359442432,117660,1043972,544607,1017198,416889237,1011087185,0.0,64,Web_Attack
529,530,1552276079,172.217.7.227,1722177227.0,4694,40,56323,16384,8192,Sun,Mar,23,47,59,69,0,0,20,42933733,18886957,12438154,0,43.9,31.6,144558,389981,2709981184,12359487488,117660,1043976,544607,1017198,416889237,1011087185,0.0,64,Web_Attack
530,531,1552276079,10.0.2.15,100215.0,23,40,2302,16384,8192,Sun,Mar,23,47,59,69,0,0,20,42933825,18887000,12438202,0,43.9,31.6,144558,389981,2709981184,12359487488,117660,1043976,544607,1017198,416889237,1011087185,0.0,64,Web_Attack
531,532,1552276080,72.21.91.29,72219129.0,5946,40,60812,16384,8192,Sun,Mar,23,47,59,69,0,0,20,42933851,18887038,12438242,0,43.9,31.6,144558,389981,2709981184,12359487488,117660,1043976,544607,1017198,416889237,1011087185,0.0,64,Web_Attack
532,533,1552276080,10.0.2.15,100215.0,23,86,7966,16384,8192,Sun,Mar,23,47,59,69,0,0,20,42933900,18887085,12438307,0,43.9,31.6,144558,389981,2709981184,12359487488,117660,1043976,544607,1017198,416889237,1011087185,25.0,64,Web_Attack
533,534,1552276080,10.195.6.40,10195640.0,4705,147,32605,16384,8192,Sun,Mar,23,48,0,69,0,0,21,42934120,18887163,12438393,0,43.9,31.6,144558,389981,2709981184,12359487488,117660,1043976,544607,1017198,416889237,1011087185,0.0,64,Web_Attack
534,535,1552276080,10.0.2.15,100215.0,23,40,58206,16384,8192,Sun,Mar,23,48,0,69,0,0,20,42934146,18887201,12438433,0,43.9,31.6,144558,389981,2709981184,12359487488,117660,1043976,544607,1017198,416889237,1011087185,0.0,64,Web_Attack
535,536,1552276080,72.21.91.29,72219129.0,2168,40,60810,16384,8192,Sun,Mar,23,48,0,69,0,0,20,42934177,18887236,12438482,0,43.9,31.6,144558,389981,2709981184,12359487488,117660,1043976,544609,1017200,416889357,1011087305,5.0,64,Web_Attack
536,537,1552276081,10.0.2.15,100215.0,23,60,31192,16384,8192,Sun,Mar,23,48,0,69,0,0,21,42934253,18887266,12438526,0,43.9,31.6,144558,389981,2709981184,12359487488,117660,1043976,544610,1017201,416889417,1011087365,0.0,64,Web_Attack
537,538,1552276081,35.222.85.5,35222855.0,2150,44,6101,16384,8192,Sun,Mar,23,48,0,69,0,0,29,42934301,18887306,12438582,0,43.9,31.6,144558,389981,2709981184,12359487488,117660,1043976,544610,1017201,416889417,1011087365,0.0,64,Web_Attack
538,539,1552276081,10.0.2.15,100215.0,23,40,31211,16384,8192,Sun,Mar,23,48,1,69,1,0,20,42934385,18887338,12438626,0,43.9,31.6,144558,389981,2709981184,12359487488,117660,1043976,544610,1017201,416889417,1011087365,0.0,64,Web_Attack
539,540,1552276081,10.0.2.15,100215.0,23,127,31123,16384,8192,Sun,Mar,23,48,1,69,0,0,20,42934415,18887369,12438668,0,43.9,31.6,144558,389981,2709981184,12359487488,117660,1043976,544610,1017201,416889417,1011087365,0.0,64,Web_Attack
540,541,1552276082,35.222.85.5,35222855.0,10584,40,6104,16384,8192,Sun,Mar,23,48,1,69,0,0,21,42934449,18887406,12438717,0,43.9,31.6,144558,389981,2709981184,12359487488,117660,1043976,544611,1017202,416889477,1011087425,0.0,64,Web_Attack
541,542,1552276082,35.222.85.5,35222855.0,11195,188,5955,16384,8192,Sun,Mar,23,48,1,69,0,0,19,42934550,18887458,12438780,0,43.9,31.6,144558,389981,2709981184,12359487488,117660,1043976,544612,1017203,416889537,1011087485,0.0,64,Web_Attack
542,543,1552276082,10.0.2.15,100215.0,23,40,31209,16384,8192,Sun,Mar,23,48,1,69,1,0,20,42934594,18887496,12438846,0,43.9,31.6,144558,389982,2709981184,12359499776,117660,1043976,544612,1017203,416889537,1011087485,0.0,64,Web_Attack
543,544,1552276082,35.222.85.5,35222855.0,5296,40,6102,16384,8192,Sun,Mar,23,48,2,69,0,0,21,42934620,18887520,12438886,0,43.9,31.6,144558,389982,2709981184,12359499776,117660,1043976,544612,1017203,416889537,1011087485,0.0,64,Web_Attack
544,545,1552276082,10.0.2.15,100215.0,23,40,31208,16384,8192,Sun,Mar,23,48,2,69,0,0,19,42934698,18887547,12438924,0,43.9,31.6,144558,389982,2709981184,12359499776,117660,1043976,544612,1017203,416889537,1011087485,0.0,64,Web_Attack
545,546,1552276083,35.222.85.5,35222855.0,9928,40,6101,16384,8192,Sun,Mar,23,48,2,69,0,0,20,42934724,18887573,12438967,0,43.9,31.6,144558,389982,2709981184,12359499776,117660,1043976,544612,1017203,416889537,1011087485,0.0,64,Web_Attack
546,547,1552276083,10.0.2.15,100215.0,23,40,18939,16384,8192,Sun,Mar,23,48,2,69,0,0,20,42934764,18887612,12439014,0,43.9,31.6,144558,389982,2709981184,12359499776,117660,1043976,544614,1017205,416889657,1011087605,0.0,64,Web_Attack
547,548,1552276083,10.0.2.15,100215.0,23,40,9689,16384,8192,Sun,Mar,23,48,3,69,1,0,20,42934853,18887646,12439070,0,43.9,31.6,144558,389982,2709981184,12359499776,117660,1043976,544614,1017205,416889657,1011087605,0.0,64,Web_Attack
548,549,1552276083,72.21.91.29,72219129.0,10884,40,60804,16384,8192,Sun,Mar,23,48,3,69,0,0,20,42934893,18887695,12439123,0,43.9,31.6,144558,389982,2709981184,12359499776,117660,1043976,544616,1017207,416889777,1011087725,0.0,64,Web_Attack
549,550,1552276083,34.214.252.85,3421425285.0,8121,40,29066,16384,8192,Sun,Mar,23,48,3,69,0,0,22,42934923,18887719,12439161,0,43.9,31.6,144558,389982,2709981184,12359499776,117660,1043976,544616,1017207,416889777,1011087725,0.0,64,Web_Attack
550,551,1552276084,10.0.2.15,100215.0,23,40,31271,16384,8192,Sun,Mar,23,48,3,69,0,0,25,42935007,18887761,12439208,0,43.9,31.6,144558,389982,2709981184,12359499776,117660,1043976,544616,1017207,416889777,1011087725,0.0,64,Web_Attack
