,Packet_Number,Current_Time,IP_Address,IP_Address_Norm,Source_Port,Packet_Length,Packet_Checksum,DF,MF,Day,Month,Hour,Minute,Second,Day_of_Year,CPU_Percent,CPU_Times_Percent_User,CPU_Times_Percent_Sys,CPU_Times_Percent_Idle,CPU_Stats_CTX_Switches,CPU_Stats_Interrupts,CPU_Stats_Soft_Interrupts,CPU_Stats_Syscalls,Virtual_Memory,Disk_Usage,Disk_IO_Counters_Read_Count,Disk_IO_Counters_Write_Count,Disk_IO_Counters_Read_Bytes,Disk_IO_Counters_Write_Bytes,Disk_IO_Counters_Read_Time,Disk_IO_Counters_Write_Time,Net_IO_Counters_Packet_Sent,Net_IO_Counters_Packets_Recv,Net_IO_Counters_Bytes_Sent,Net_IO_Counters_Bytes_Recv,TTL,Category
2985,3152,1552800315,52.24.189.93,1722177165.0,56,40,28205,16384,8192,Sun,Mar,1,25,15,76,0,0,29,55628984,18904105,12372248,0,45.2,23.8,144770,330012,2773129216,10891608064,141316,1518176,294297,702001,30175153,845956530,0.0,64,IoT_Attack
2986,3153,1552800315,52.24.189.93,1722177165.0,173,40,28204,16384,8192,Sun,Mar,1,25,15,76,0,0,22,55629014,18904122,12372275,0,45.2,23.8,144770,330012,2773129216,10891608064,141316,1518176,294297,702001,30175153,845956530,0.0,64,IoT_Attack
2987,3154,1552800316,10.0.2.15,1722177165.0,73,40,12447,16384,8192,Sun,Mar,1,25,15,76,0,0,23,55629035,18904140,12372297,0,45.2,23.8,144770,330012,2773129216,10891608064,141316,1518176,294297,702001,30175153,845956530,0.0,64,IoT_Attack
2988,3155,1552800316,10.0.2.15,1722177165.0,145,40,53232,16384,8192,Sun,Mar,1,25,15,76,0,0,20,55629064,18904162,12372329,0,45.2,23.8,144770,330012,2773129216,10891608064,141316,1518176,294297,702001,30175153,845956530,0.0,64,IoT_Attack
2989,3156,1552800316,52.24.189.93,1722177165.0,90,40,28203,16384,8192,Sun,Mar,1,25,16,76,0,0,20,55629084,18904174,12372355,0,45.2,23.8,144770,330012,2773129216,10891608064,141316,1518176,294297,702001,30175153,845956530,0.0,64,IoT_Attack
2990,3157,1552800316,52.24.189.93,1722177165.0,159,40,28202,16384,8192,Sun,Mar,1,25,16,76,0,0,21,55629233,18904211,12372379,0,45.2,23.8,144770,330012,2773129216,10891608064,141316,1518176,294297,702001,30175153,845956530,0.0,64,IoT_Attack
2991,3158,1552800322,52.24.189.93,1722177165.0,177,71,28170,16384,8192,Sun,Mar,1,25,22,76,0,0,20,55630082,18904466,12372592,0,45.2,23.8,144770,330013,2773129216,10891612160,141316,1518176,294315,702025,30176383,845958120,0.0,64,IoT_Attack
2992,3159,1552800323,52.24.189.93,1722177165.0,153,71,28169,16384,8192,Sun,Mar,1,25,22,76,0,0,20,55630100,18904489,12372632,0,45.2,23.8,144770,330013,2773129216,10891612160,141316,1518176,294317,702025,30176503,845958120,0.0,64,IoT_Attack
2993,3160,1552800323,10.0.2.15,1722177165.0,168,40,12446,16384,8192,Sun,Mar,1,25,22,76,0,0,20,55630126,18904517,12372676,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294318,702026,30176563,845958180,0.0,64,IoT_Attack
2994,3161,1552800323,52.24.189.93,1722177170.0,81,71,28168,16384,8192,Sun,Mar,1,25,22,76,0,0,20,55630146,18904539,12372725,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
2995,3162,1552800323,52.24.189.93,1722177170.0,178,71,28167,16384,8192,Sun,Mar,1,25,23,76,0,0,21,55630166,18904559,12372766,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
2996,3163,1552800323,10.0.2.15,1722177170.0,88,40,53231,16384,8192,Sun,Mar,1,25,23,76,0,0,20,55630202,18904581,12372804,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
2997,3164,1552800324,52.24.189.93,1722177170.0,184,71,28166,16384,8192,Sun,Mar,1,25,23,76,0,0,20,55630218,18904603,12372844,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
2998,3165,1552800324,52.24.189.93,1722177170.0,200,71,28165,16384,8192,Sun,Mar,1,25,23,76,0,0,20,55630235,18904625,12372882,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
2999,3166,1552800324,10.0.2.15,1722177170.0,92,71,58368,16384,8192,Sun,Mar,1,25,24,76,0,0,20,55630265,18904662,12372942,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3000,3167,1552800324,10.0.2.15,1722177170.0,168,40,58398,16384,8192,Sun,Mar,1,25,24,76,0,0,19,55630316,18904698,12372979,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3001,3168,1552800324,52.24.189.93,1722177170.0,128,40,28195,16384,8192,Sun,Mar,1,25,24,76,0,0,20,55630334,18904718,12373017,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3002,3169,1552800325,52.24.189.93,1722177170.0,140,40,28194,16384,8192,Sun,Mar,1,25,24,76,0,0,20,55630350,18904738,12373057,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3003,3170,1552800325,10.0.2.15,1722177170.0,179,71,35204,16384,8192,Sun,Mar,1,25,24,76,0,0,20,55630372,18904758,12373093,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3004,3171,1552800325,10.0.2.15,1722177170.0,110,40,35234,16384,8192,Sun,Mar,1,25,25,76,0,0,20,55630390,18904777,12373131,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3005,3172,1552800325,52.24.189.93,1722177170.0,68,40,28193,16384,8192,Sun,Mar,1,25,25,76,0,0,20,55630420,18904799,12373167,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3006,3173,1552800325,52.24.189.93,1722177170.0,164,40,28192,16384,8192,Sun,Mar,1,25,25,76,0,0,20,55630440,18904818,12373202,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3007,3174,1552800326,10.0.2.15,1722177170.0,146,71,26213,16384,8192,Sun,Mar,1,25,25,76,0,0,20,55630458,18904839,12373240,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3008,3175,1552800326,10.0.2.15,1722177170.0,67,40,26243,16384,8192,Sun,Mar,1,25,25,76,0,0,20,55630480,18904866,12373285,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3009,3176,1552800326,52.24.189.93,1722177170.0,75,40,28191,16384,8192,Sun,Mar,1,25,26,76,0,0,20,55630510,18904898,12373334,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3010,3177,1552800326,52.24.189.93,1722177170.0,183,40,28190,16384,8192,Sun,Mar,1,25,26,76,0,0,20,55630633,18904921,12373363,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3011,3178,1552800327,10.0.2.15,1722177170.0,97,71,53199,16384,8192,Sun,Mar,1,25,26,76,0,0,20,55630819,18904957,12373395,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3012,3179,1552800327,10.0.2.15,1722177170.0,131,40,53229,16384,8192,Sun,Mar,1,25,26,76,0,0,21,55630930,18904981,12373424,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3013,3180,1552800327,52.24.189.93,1722177170.0,191,40,28189,16384,8192,Sun,Mar,1,25,26,76,0,0,29,55630942,18904989,12373438,0,45.2,23.8,144770,330014,2773129216,10891845632,141316,1518180,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3014,3181,1552800327,52.24.189.93,1722177170.0,141,40,28188,16384,8192,Sun,Mar,1,25,27,76,0,0,20,55630976,18905010,12373470,0,45.2,23.8,144770,330016,2773129216,10891882496,141316,1518184,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3015,3182,1552800328,10.0.2.15,1722177170.0,168,71,3042,16384,8192,Sun,Mar,1,25,27,76,0,0,24,55630992,18905023,12373486,0,45.2,23.8,144770,330016,2773129216,10891882496,141316,1518184,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3016,3183,1552800328,10.0.2.15,1722177170.0,111,40,3072,16384,8192,Sun,Mar,1,25,27,76,0,0,20,55631007,18905038,12373507,0,45.2,23.8,144770,330029,2773129216,10891952128,141316,1518184,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3017,3184,1552800328,52.24.189.93,1722177174.0,141,40,28187,16384,8192,Sun,Mar,1,25,28,76,0,0,21,55631035,18905062,12373534,0,45.2,23.8,144770,330029,2773129216,10891952128,141316,1518184,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3018,3185,1552800328,10.0.2.15,1722177174.0,80,71,12414,16384,8192,Sun,Mar,1,25,28,76,0,0,21,55631072,18905075,12373555,0,45.2,23.8,144770,330029,2773129216,10891952128,141316,1518184,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3019,3186,1552800329,52.24.189.93,1722177174.0,92,40,28186,16384,8192,Sun,Mar,1,25,28,76,0,0,20,55631101,18905096,12373581,0,45.2,23.8,144770,330029,2773129216,10891952128,141316,1518184,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3020,3187,1552800329,10.0.2.15,1722177174.0,167,40,12444,16384,8192,Sun,Mar,1,25,29,76,0,0,42,55631115,18905100,12373597,0,45.2,23.8,144770,330029,2773129216,10891952128,141316,1518184,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3021,3188,1552800329,52.24.189.93,1722177174.0,168,40,28185,16384,8192,Sun,Mar,1,25,29,76,0,0,21,55631149,18905117,12373627,0,45.2,23.8,144770,330029,2773129216,10891952128,141316,1518184,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3022,3189,1552800330,52.24.189.93,1722177174.0,104,40,28184,16384,8192,Sun,Mar,1,25,29,76,0,0,20,55631160,18905125,12373644,0,45.2,23.8,144770,330029,2773129216,10891952128,141316,1518184,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3023,3190,1552800330,10.0.2.15,1722177174.0,185,40,36200,16384,8192,Sun,Mar,1,25,29,76,0,0,47,55631180,18905136,12373663,0,45.2,23.8,144770,330029,2773129216,10891952128,141316,1518184,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3024,3191,1552800330,10.0.2.15,1722177174.0,148,40,41295,16384,8192,Sun,Mar,1,25,30,76,0,0,22,55631202,18905156,12373691,0,45.2,23.8,144770,330029,2773129216,10891952128,141316,1518184,294319,702027,30176623,845958240,0.0,64,IoT_Attack
3025,3192,1552800333,10.0.2.15,1722177174.0,139,40,36199,16384,8192,Sun,Mar,1,25,32,76,0,0,29,55631707,18905299,12373819,0,45.2,23.8,144770,330029,2773129216,10891952128,141316,1518184,294320,702028,30176683,845958300,0.0,64,IoT_Attack
3026,3193,1552800333,35.161.16.178,1722177174.0,134,40,11058,16384,8192,Sun,Mar,1,25,33,76,0,0,23,55631726,18905316,12373848,0,45.2,23.8,144770,330029,2773129216,10891952128,141316,1518184,294321,702029,30176743,845958360,0.0,64,IoT_Attack
3027,3194,1552800333,10.0.2.15,1722177174.0,63,40,41294,16384,8192,Sun,Mar,1,25,33,76,0,0,40,55631753,18905335,12373876,0,45.2,23.8,144770,330029,2773129216,10891952128,141316,1518184,294321,702029,30176743,845958360,0.0,64,IoT_Attack
3028,3195,1552800334,35.161.16.178,1722177174.0,124,40,11057,16384,8192,Sun,Mar,1,25,33,76,0,0,22,55631770,18905353,12373902,0,45.2,23.8,144770,330029,2773129216,10891952128,141316,1518184,294321,702029,30176743,845958360,0.0,64,IoT_Attack
3029,3196,1552800334,10.0.2.15,1722177174.0,73,84,51855,16384,8192,Sun,Mar,1,25,34,76,2,1,18,55632030,18905500,12374059,0,45.6,23.8,144770,330029,2773129216,10891952128,141316,1518184,294339,702050,30179618,845962161,45.0,64,IoT_Attack
3030,3197,1552800335,10.0.2.15,1722177174.0,73,84,51854,16384,8192,Sun,Mar,1,25,34,76,8,1,10,55632096,18905608,12374151,0,45.5,23.8,144770,330029,2773129216,10891952128,141316,1518184,294339,702050,30179618,845962161,47.4,64,IoT_Attack
3031,3198,1552800335,10.195.6.40,1722177174.0,152,100,20049,16384,8192,Sun,Mar,1,25,34,76,9,0,10,55632132,18905687,12374222,0,45.5,23.8,144770,330029,2773129216,10891952128,141316,1518184,294339,702050,30179618,845962161,41.2,64,IoT_Attack
3032,3199,1552800335,10.0.2.15,1722177174.0,166,60,3776,16384,8192,Sun,Mar,1,25,35,76,9,0,10,55632156,18905776,12374296,0,45.5,23.8,144770,330029,2773129216,10891952128,141316,1518184,294339,702050,30179618,845962161,47.6,64,IoT_Attack
3033,3200,1552800335,10.195.6.40,1722177174.0,75,112,20036,16384,8192,Sun,Mar,1,25,35,76,9,0,10,55632176,18905875,12374394,0,45.6,23.8,144770,330029,2773129216,10891952128,141316,1518184,294339,702050,30179618,845962161,50.0,64,IoT_Attack
3034,3201,1552800335,172.217.15.106,1722177174.0,148,44,41785,16384,8192,Sun,Mar,1,25,35,76,8,0,10,55632212,18905995,12374482,0,45.7,23.8,144770,330029,2773129216,10891952128,141316,1518184,294339,702050,30179618,845962161,44.4,64,IoT_Attack
3035,3202,1552800336,10.0.2.15,1722177174.0,129,40,3795,16384,8192,Sun,Mar,1,25,35,76,6,1,13,55632268,18906122,12374617,0,45.2,23.8,144770,330033,2773129216,10891968512,141316,1518188,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3036,3203,1552800336,10.0.2.15,1722177174.0,82,640,3194,16384,8192,Sun,Mar,1,25,35,76,0,0,20,55632286,18906143,12374646,0,45.2,23.8,144770,330033,2773129216,10891968512,141316,1518188,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3037,3204,1552800336,172.217.15.106,1722177174.0,96,40,41788,16384,8192,Sun,Mar,1,25,36,76,0,0,20,55632323,18906176,12374698,0,45.2,23.8,144770,330033,2773129216,10891968512,141316,1518188,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3038,3205,1552800336,172.217.15.106,1722177174.0,170,196,41631,16384,8192,Sun,Mar,1,25,36,76,0,0,20,55632392,18906218,12374755,0,45.2,23.8,144770,330036,2773129216,10892107776,141316,1518200,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3039,3206,1552800337,10.0.2.15,1722177174.0,157,40,3793,16384,8192,Sun,Mar,1,25,36,76,0,0,20,55632452,18906258,12374807,0,45.2,23.8,144770,330036,2773129216,10892107776,141316,1518200,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3040,3207,1552800337,10.0.2.15,1722177174.0,124,91,3741,16384,8192,Sun,Mar,1,25,36,76,0,0,20,55632474,18906273,12374839,0,45.2,23.8,144770,330036,2773129216,10892107776,141316,1518200,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3041,3208,1552800337,172.217.15.106,1722177174.0,93,40,41786,16384,8192,Sun,Mar,1,25,36,76,0,0,20,55632491,18906287,12374865,0,45.2,23.8,144770,330036,2773129216,10892107776,141316,1518200,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3042,3209,1552800337,10.0.2.15,1722177196.0,101,217,3614,16384,8192,Sun,Mar,1,25,37,76,0,0,20,55632509,18906304,12374896,0,45.2,23.8,144770,330036,2773129216,10892107776,141316,1518200,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3043,3210,1552800337,10.0.2.15,1722177196.0,159,665,3165,16384,8192,Sun,Mar,1,25,37,76,0,0,20,55632531,18906327,12374928,0,45.2,23.8,144770,330036,2773129216,10892107776,141316,1518200,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3044,3211,1552800338,172.217.15.106,1722177196.0,82,40,41785,16384,8192,Sun,Mar,1,25,37,76,0,0,20,55632557,18906346,12374957,0,45.2,23.8,144770,330036,2773129216,10892107776,141316,1518200,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3045,3212,1552800338,172.217.15.106,1722177196.0,117,40,41784,16384,8192,Sun,Mar,1,25,37,76,0,0,21,55632575,18906363,12374988,0,45.2,23.8,144770,330036,2773129216,10892107776,141316,1518200,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3046,3213,1552800338,172.217.15.106,1722177196.0,176,109,41714,16384,8192,Sun,Mar,1,25,37,76,0,0,20,55632593,18906384,12375017,0,45.2,23.8,144770,330036,2773129216,10892107776,141316,1518200,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3047,3214,1552800338,172.217.15.106,1722177196.0,161,299,41523,16384,8192,Sun,Mar,1,25,38,76,0,0,20,55632629,18906411,12375058,0,45.2,23.8,144770,330036,2773129216,10892107776,141316,1518200,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3048,3215,1552800338,10.0.2.15,1722177196.0,184,78,3751,16384,8192,Sun,Mar,1,25,38,76,0,0,20,55632655,18906429,12375084,0,45.2,23.8,144770,330036,2773129216,10892107776,141316,1518200,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3049,3216,1552800339,172.217.15.106,1722177196.0,57,40,41781,16384,8192,Sun,Mar,1,25,38,76,0,0,20,55632727,18906462,12375118,0,45.2,23.8,144770,330036,2773129216,10892107776,141316,1518200,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3050,3217,1552800339,172.217.15.106,1722177196.0,166,1394,40426,16384,8192,Sun,Mar,1,25,38,76,0,0,20,55632785,18906493,12375152,0,45.2,23.8,144770,330036,2773129216,10892107776,141316,1518200,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3051,3218,1552800339,172.217.15.106,1722177196.0,143,409,41410,16384,8192,Sun,Mar,1,25,38,76,0,0,20,55632803,18906509,12375181,0,45.2,23.8,144770,330036,2773129216,10892107776,141316,1518200,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3052,3219,1552800339,10.0.2.15,1722177196.0,149,40,3788,16384,8192,Sun,Mar,1,25,39,76,0,0,20,55632821,18906523,12375209,0,45.2,23.8,144770,330036,2773129216,10892107776,141316,1518200,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3053,3220,1552800339,172.217.15.106,1722177196.0,98,86,41732,16384,8192,Sun,Mar,1,25,39,76,0,0,20,55632860,18906550,12375244,0,45.2,23.8,144770,330036,2773129216,10892107776,141316,1518200,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3054,3221,1552800340,10.0.2.15,1722177196.0,52,86,3741,16384,8192,Sun,Mar,1,25,39,76,0,0,20,55632876,18906569,12375275,0,45.2,23.8,144770,330036,2773129216,10892107776,141316,1518200,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3055,3222,1552800340,172.217.15.106,1722177205.0,120,40,41777,16384,8192,Sun,Mar,1,25,39,76,0,0,20,55632894,18906589,12375306,0,45.2,23.8,144770,330036,2773129216,10892107776,141316,1518200,294339,702050,30179618,845962161,0.0,64,IoT_Attack
3056,3223,1552800343,10.0.2.15,1722177205.0,126,40,36198,16384,8192,Sun,Mar,1,25,43,76,0,0,20,55633405,18906728,12375448,0,45.2,23.8,144770,330038,2773129216,10892152832,141316,1518200,294340,702051,30179678,845962221,0.0,64,IoT_Attack
3057,3224,1552800343,35.161.16.178,1722177205.0,96,40,11041,16384,8192,Sun,Mar,1,25,43,76,0,0,21,55633445,18906764,12375489,0,45.2,23.8,144770,330038,2773129216,10892152832,141316,1518200,294341,702052,30179738,845962281,0.0,64,IoT_Attack
3058,3225,1552800344,10.0.2.15,1722177205.0,180,40,41293,16384,8192,Sun,Mar,1,25,43,76,0,0,20,55633461,18906802,12375528,0,45.2,23.8,144770,330038,2773129216,10892152832,141316,1518200,294341,702052,30179738,845962281,0.0,64,IoT_Attack
3059,3226,1552800344,35.161.16.178,1722177205.0,76,40,11040,16384,8192,Sun,Mar,1,25,43,76,0,0,21,55633477,18906835,12375561,0,45.2,23.8,144770,330038,2773129216,10892152832,141316,1518200,294341,702052,30179738,845962281,0.0,64,IoT_Attack
3060,3227,1552800349,10.0.2.15,1722177205.0,163,86,50074,16384,8192,Sun,Mar,1,25,49,76,1,0,20,55634445,18907078,12375781,0,45.2,23.8,144770,330038,2773129216,10892152832,141316,1518200,294343,702054,30179898,845962441,0.0,64,IoT_Attack
3061,3228,1552800350,23.32.81.228,1722177205.0,55,40,63085,16384,8192,Sun,Mar,1,25,49,76,0,0,20,55634461,18907094,12375813,0,45.2,23.8,144770,330038,2773129216,10892152832,141316,1518200,294343,702054,30179898,845962441,0.0,64,IoT_Attack
3062,3229,1552800350,23.32.81.228,1722177205.0,66,86,63038,16384,8192,Sun,Mar,1,25,49,76,0,0,21,55634479,18907107,12375839,0,45.2,23.8,144770,330038,2773129216,10892152832,141316,1518200,294343,702054,30179898,845962441,0.0,64,IoT_Attack
3063,3230,1552800350,10.0.2.15,1722177205.0,58,40,50119,16384,8192,Sun,Mar,1,25,50,76,0,0,20,55634497,18907122,12375868,0,45.2,23.8,144770,330038,2773129216,10892152832,141316,1518200,294343,702054,30179898,845962441,0.0,64,IoT_Attack
3064,3231,1552800353,10.0.2.15,1722177205.0,73,40,36197,16384,8192,Sun,Mar,1,25,53,76,0,0,19,55635033,18907257,12376009,0,45.2,23.8,144770,330038,2773129216,10892152832,141316,1518200,294344,702055,30179958,845962501,0.0,64,IoT_Attack
3065,3232,1552800354,35.161.16.178,1722177205.0,176,40,11037,16384,8192,Sun,Mar,1,25,53,76,0,0,19,55635216,18907305,12376050,0,45.2,23.8,144770,330038,2773129216,10892152832,141316,1518200,294345,702056,30180018,845962561,0.0,64,IoT_Attack
3066,3233,1552800354,10.0.2.15,1722177205.0,164,40,41292,16384,8192,Sun,Mar,1,25,53,76,0,0,20,55635376,18907346,12376091,0,45.2,23.8,144770,330038,2773129216,10892152832,141316,1518200,294345,702056,30180018,845962561,0.0,64,IoT_Attack
3067,3234,1552800354,35.161.16.178,1722177205.0,183,40,11036,16384,8192,Sun,Mar,1,25,54,76,0,0,22,55635397,18907374,12376129,0,45.2,23.8,144770,330038,2773129216,10892152832,141316,1518200,294345,702056,30180018,845962561,0.0,64,IoT_Attack
3068,3235,1552800364,10.0.2.15,1722177205.0,86,40,36196,16384,8192,Sun,Mar,1,26,3,76,0,0,20,55636651,18907732,12376447,0,45.2,23.8,144770,330038,2773129216,10892152832,141316,1518200,294346,702057,30180078,845962621,0.0,64,IoT_Attack
3069,3236,1552800364,35.161.16.178,1722177205.0,56,40,11035,16384,8192,Sun,Mar,1,26,3,76,0,0,20,55636665,18907745,12376473,0,45.2,23.8,144770,330038,2773129216,10892152832,141316,1518200,294347,702058,30180138,845962681,0.0,64,IoT_Attack
3070,3237,1552800364,10.0.2.15,1722177205.0,62,40,41291,16384,8192,Sun,Mar,1,26,4,76,0,0,20,55636695,18907776,12376513,0,45.2,23.8,144770,330038,2773129216,10892152832,141316,1518200,294347,702058,30180138,845962681,0.0,64,IoT_Attack
3071,3238,1552800364,35.161.16.178,1722177205.0,147,40,11034,16384,8192,Sun,Mar,1,26,4,76,0,0,20,55636734,18907813,12376559,0,45.2,23.8,144770,330038,2773129216,10892152832,141316,1518200,294347,702058,30180138,845962681,0.0,64,IoT_Attack
3072,3239,1552800374,10.0.2.15,1722177205.0,197,40,36195,16384,8192,Sun,Mar,1,26,13,76,0,0,20,55638163,18908177,12376875,0,45.2,23.8,144770,330077,2773129216,10898960384,141316,1519588,294348,702059,30180198,845962741,0.0,64,IoT_Attack
3073,3240,1552800374,35.161.16.178,1722177205.0,68,40,11033,16384,8192,Sun,Mar,1,26,14,76,0,0,20,55638199,18908209,12376927,0,45.2,23.8,144770,330079,2773129216,10899005440,141316,1519592,294349,702060,30180258,845962801,0.0,64,IoT_Attack
3074,3241,1552800374,10.0.2.15,1722177205.0,134,40,41290,16384,8192,Sun,Mar,1,26,14,76,0,0,22,55638215,18908240,12376965,0,45.2,23.8,144770,330079,2773129216,10899005440,141316,1519592,294349,702060,30180258,845962801,0.0,64,IoT_Attack
3075,3242,1552800375,35.161.16.178,1722177205.0,187,40,11032,16384,8192,Sun,Mar,1,26,14,76,0,0,20,55638371,18908298,12377020,0,45.2,23.8,144770,330079,2773129216,10899005440,141316,1519592,294349,702060,30180258,845962801,0.0,64,IoT_Attack
3076,3243,1552800378,10.0.2.15,1722177205.0,115,71,36163,16384,8192,Sun,Mar,1,26,17,76,0,0,20,55638742,18908453,12377168,0,45.2,23.8,144770,330079,2773129216,10899005440,141316,1519592,294357,702070,30180788,845963451,0.0,64,IoT_Attack
3077,3244,1552800378,10.0.2.15,1722177227.0,135,40,36193,16384,8192,Sun,Mar,1,26,17,76,0,0,22,55638760,18908488,12377204,0,45.2,23.8,144770,330079,2773129216,10899005440,141316,1519592,294357,702070,30180788,845963451,0.0,64,IoT_Attack
3078,3245,1552800378,35.161.16.178,1722177227.0,161,40,11031,16384,8192,Sun,Mar,1,26,18,76,0,0,21,55638774,18908505,12377233,0,45.2,23.8,144770,330079,2773129216,10899005440,141316,1519592,294357,702070,30180788,845963451,0.0,64,IoT_Attack
3079,3246,1552800378,35.161.16.178,1722177227.0,175,40,11030,16384,8192,Sun,Mar,1,26,18,76,0,0,54,55638792,18908523,12377254,0,45.2,23.8,144770,330079,2773129216,10899005440,141316,1519592,294357,702070,30180788,845963451,0.0,64,IoT_Attack
3080,3247,1552800379,10.0.2.15,1722177227.0,172,71,41258,16384,8192,Sun,Mar,1,26,18,76,0,0,20,55638828,18908566,12377298,0,45.2,23.8,144770,330079,2773129216,10899005440,141316,1519592,294357,702070,30180788,845963451,0.0,64,IoT_Attack
3081,3248,1552800379,10.0.2.15,1722177227.0,73,40,41288,16384,8192,Sun,Mar,1,26,18,76,0,0,21,55638845,18908590,12377339,0,45.2,23.8,144770,330079,2773129216,10899005440,141316,1519592,294357,702070,30180788,845963451,0.0,64,IoT_Attack
3082,3249,1552800379,35.161.16.178,1722177227.0,69,40,11029,16384,8192,Sun,Mar,1,26,19,76,0,0,21,55638867,18908616,12377383,0,45.2,23.8,144770,330079,2773129216,10899005440,141316,1519592,294357,702070,30180788,845963451,0.0,64,IoT_Attack
3083,3250,1552800379,35.161.16.178,1722177227.0,148,40,11028,16384,8192,Sun,Mar,1,26,19,76,0,0,20,55638892,18908648,12377430,0,45.2,23.8,144770,330079,2773129216,10899005440,141316,1519592,294357,702070,30180788,845963451,0.0,64,IoT_Attack
3084,3251,1552800380,35.161.16.178,1722177227.0,68,71,10996,16384,8192,Sun,Mar,1,26,19,76,0,0,21,55638920,18908670,12377459,0,45.2,23.8,144770,330079,2773129216,10899005440,141316,1519592,294357,702070,30180788,845963451,0.0,64,IoT_Attack
3085,3252,1552800380,10.0.2.15,1722177227.0,149,40,30188,16384,8192,Sun,Mar,1,26,19,76,0,0,20,55638936,18908700,12377495,0,45.2,23.8,144770,330079,2773129216,10899005440,141316,1519592,294357,702070,30180788,845963451,0.0,64,IoT_Attack
